Na,Mg,Al,Si,P,S,K,Ca,Ba,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo
-0.372405615,-0.916963844,2.203216887,13.35425052,0.025958603,0.399198359,0.911889623,1.673924223,235.4115117,0.093276935,4.439739407,41.23273822,111.3417209,1.416690899,8.023722599,1.365544527,12.50583901,45.60258355,8.061266309,12.94161464,13.98831872,-2.633769712,5.069387823,71.78950919,5.737974776,143.0096278,15.80001436,220.7118383,5.070485505,9.477387502
-0.34580233,-0.683453308,2.333209099,13.68939535,0.019239491,0.420280122,1.03251757,2.202443864,-160.3880171,0.121600778,-11.2112479,69.32027583,117.2215096,1.515273153,8.723134697,1.224692064,14.46382018,48.90372909,10.56190366,11.95887245,14.2695516,-1.700641367,5.0084762,71.47737596,8.776250186,146.8756282,20.8293923,208.7606271,6.006952544,10.2723974
-0.371040149,-0.820002521,2.060116908,12.55841266,0.011624726,0.409007141,0.877914656,2.455619035,-802.4780006,0.139793843,29.77893347,48.54867387,114.4305244,1.683387646,9.383291936,2.568425684,18.81227639,49.31906141,9.221701072,10.20074964,14.50014674,-3.914959786,5.162430607,73.61610664,9.116972092,149.3417861,18.46354141,150.1819074,5.466785495,5.714933675
-0.450229196,-0.826763957,1.991438598,11.61566499,-0.006802143,0.437505812,0.786092293,2.756680278,-160.9910716,0.125620628,-21.87251853,47.91184802,114.749639,1.943361773,10.90879956,0.04982494,18.35165427,50.601929,8.666217585,11.13046157,13.46352418,-1.074030103,5.023542975,69.6341269,12.32000963,162.8701963,15.24566192,137.2418209,4.608223936,2.544391639
-0.448652956,-0.680990201,1.817811949,10.4818853,0.010979298,0.433117591,0.688757568,2.536468727,-506.4987434,0.1263333,-28.79306776,48.58595185,112.2584274,2.029826572,11.93974808,4.180569714,18.66252076,55.13660153,9.54818788,8.900735429,10.85063708,-1.604073641,5.086918823,67.11421176,21.23104334,157.8572001,12.53048122,179.1970069,3.541010695,6.481299705
-0.559634581,-1.168474461,1.622998076,9.515616763,0.022706723,0.387393198,0.605827168,1.72929018,-498.9587287,0.119431656,-39.70010668,32.46987704,115.3692191,2.063160804,12.12909176,1.347875538,17.26767853,62.1832267,9.141715029,5.094596924,7.757828704,-4.087416752,5.156895898,64.85050855,24.58211963,136.6168751,8.362064685,214.4013587,2.265527343,4.212685085
-0.636745229,-1.21627244,1.637512466,8.628015394,0.010430516,0.42163767,0.54512527,1.347964344,-506.6123143,0.120414031,-70.56385744,43.07136379,115.5231534,1.872669108,10.28194369,0.06335908,12.43696,54.35613761,6.896527335,5.73221997,8.906381675,-2.584504744,5.369953799,71.74350955,21.23929175,119.4334319,9.720955213,230.6621978,3.01529346,11.0822661
-0.480958022,-0.967380034,2.01697359,10.2926172,-0.017964804,0.434126448,0.645223384,1.524584555,-819.2508041,0.156905886,-39.57487549,31.19390953,136.0241811,1.455677425,7.818725963,-1.822481554,10.07763993,40.45676452,6.56060806,5.023155688,8.625782034,-2.362413824,5.390700522,73.03660629,17.68430621,118.4325238,10.10558198,197.3678053,2.897127423,7.687639557
-0.444363997,-0.467375028,2.335282221,11.43528504,-0.015379379,0.448060097,0.692226855,1.633904105,-543.3844663,0.170879296,-35.06177564,27.93036929,158.3106978,1.273504964,6.752404799,-2.68093505,9.360217404,30.15066098,7.974464539,4.717434615,7.268395716,-0.034298171,5.678921382,78.78868683,18.57323593,126.8102468,11.9847662,169.3132657,3.716117813,8.458237915
-0.24020835,-0.197677922,2.565781797,13.07637597,-0.016542769,0.464403883,0.810875335,1.849942575,171.2402897,0.159492146,15.25385481,20.52698855,205.8165381,1.500735201,8.052252954,-2.068250319,10.68988072,30.01978749,6.862554369,5.785156588,5.29941056,-0.913075918,5.703572686,80.13925942,14.95318688,121.9073825,13.19291368,147.4493301,4.008714435,8.142719589
-0.31646611,-0.362618248,2.519648753,13.22363147,0.005080349,0.44954946,0.855338448,1.705756444,-665.8548477,0.169250049,23.37246169,34.72371987,154.2667003,1.644464636,8.827932828,-0.263316454,10.94072643,32.8708795,8.813628879,6.233116869,8.523220752,0.950273488,5.586782207,79.21983178,8.196440832,116.4959447,15.06172732,194.1324484,4.707786971,7.79130921
-0.46761086,-0.806890533,2.141859762,12.11903423,0.027769586,0.427224704,0.793550635,1.45737259,-709.2606012,0.125416413,-4.285505973,28.0055084,125.972086,1.543379974,8.381587685,0.841921515,12.17473659,34.02005543,8.511472012,5.022674755,7.777098119,-0.04907637,5.517749074,77.17492318,10.39381275,121.3385297,12.28374135,194.6961427,3.862905141,10.74417838
-0.638257487,-1.299313195,1.644758292,10.41732991,0.043111056,0.396841882,0.622259587,1.257354997,-401.9708855,0.081506446,-52.58758576,45.41836096,107.4089344,1.488051295,8.116271141,-2.49886036,9.205335333,34.26226455,7.417440415,5.497574311,6.804536478,-1.363982127,5.367628035,75.01692316,8.443190028,121.0023868,11.25351931,172.5816693,3.659323213,6.188288974
-0.75372269,-1.62688183,1.46039795,8.813308135,0.068557385,0.366838034,0.472972415,0.9220075,-356.4839747,0.057217692,-68.25392604,35.72757557,114.3982144,1.445008325,7.927063435,-2.300791318,9.414789863,28.02582093,7.376545606,4.797021575,7.134518311,-1.511635219,5.385515994,74.30584168,9.733979021,122.8450069,10.6725928,153.5827497,3.269516852,6.825638909
-0.681456705,-1.443615316,1.606540481,9.621003852,0.061237597,0.390362482,0.59410763,0.896274872,-227.5497197,0.074725777,-59.21005713,30.51554267,112.5898453,1.403936109,7.599505551,-3.991472732,7.816108624,27.92581832,7.429306821,5.449587449,9.529010349,-2.649384825,5.547493231,77.29766027,13.24186318,132.4344187,13.95963571,163.4879433,4.28311908,10.45747799
-0.711543849,-1.507069652,1.529836646,9.223984314,0.05243182,0.395269061,0.613273676,0.919189187,279.9961683,0.060965606,-51.91791472,47.80160174,110.2798657,1.372473232,7.46773224,-1.992430184,5.562097795,26.5853258,7.385175989,6.068762924,6.456500212,-2.272694466,5.868203503,82.64958224,18.77980543,140.6036197,14.27850534,168.5275218,4.205757962,2.807276992
-0.671172109,-1.433593284,1.644120959,9.022078532,0.053585355,0.410934771,0.607215503,0.855222817,-373.1317398,0.07755644,-47.54160117,53.37678276,109.7717121,1.315615534,7.055467914,-3.774072887,4.515161929,27.30344624,6.43518733,5.560770369,7.401341216,-2.335579708,5.913618342,83.12190149,17.61955477,139.5081596,15.13007463,162.3397634,4.624420619,4.362873406
-0.720092523,-1.257863718,1.731606627,9.466587063,0.048029982,0.399793356,0.589390597,0.876270586,-228.3114932,0.079270155,-70.2333824,31.28614766,114.1497665,1.343599136,7.181816488,-4.67609142,6.017352656,29.62578002,6.522389741,5.164715919,10.07473729,-2.793489914,5.788010182,80.67886834,20.74506102,138.7594484,12.16403133,164.6165443,3.907331615,6.056880126
-0.448009774,-1.04707837,2.243566157,12.23200688,0.03253228,0.427008445,0.894152241,1.235656764,-401.8020672,0.115486775,-25.17508955,71.69715601,114.0802101,1.453784406,7.924684129,-0.917143521,8.496846441,30.8655029,6.708905595,6.281825456,8.941695627,-2.443656275,5.914737495,83.26728412,21.34539632,143.6664924,13.58707401,186.2648849,4.154778209,5.620617753
-0.427831512,-0.988619319,2.513285966,13.15801729,0.025371152,0.40059437,1.087338484,1.347178345,-571.979455,0.129642757,-23.30207944,60.67665404,122.7679972,1.629689483,9.132402654,-0.955672179,8.62170308,35.68481615,7.380633095,5.747259838,7.610976514,-1.626467049,5.946698975,83.56888677,21.14072613,145.1650077,13.94312274,197.3629864,4.31317182,7.108405409
-0.417744022,-0.789851401,2.504808466,12.82806358,0.042722651,0.393821597,1.100751905,1.297086594,336.8310609,0.108062208,-54.81378737,53.1184504,120.780875,1.714657308,9.496539335,0.097843537,9.021662667,40.12103252,7.636034709,7.409987183,8.937551189,-2.160850894,5.653130947,79.47278033,18.28481422,145.9805451,17.28171183,213.0195954,5.15433983,7.665310673
-0.295286617,-0.745220156,2.639113466,13.67891663,0.035581751,0.382063372,1.125793079,1.504575753,64.58195119,0.134692033,-36.89752794,43.92609475,126.8308035,1.638141391,9.128723354,0.707006956,8.686938503,38.92315753,9.059599228,7.073910298,8.024350871,-1.243329719,5.672482186,79.45547394,16.7460632,134.3992735,14.66405212,243.5141561,4.596085476,9.11148624
-0.302773734,-0.508649358,2.760272488,14.00109304,0.015363007,0.414553163,1.218691947,1.823592082,-195.8063105,0.17601141,1.991349026,42.90367284,148.6730625,1.604377624,9.073790238,0.622983275,9.040567254,36.336714,9.051052625,6.496933889,9.630488709,-1.967607613,5.546108039,76.98786202,13.87659845,132.6343793,13.59594644,277.3649211,4.347135662,13.13147873
-0.225726671,-0.387881978,2.901013323,14.33827939,0.000713531,0.413183622,1.284945984,2.248080309,-90.74778679,0.207049863,31.95854887,41.83060236,169.4618158,1.569721621,8.780568158,-1.45133939,8.301064959,35.06298108,7.588786791,5.014983742,9.526437587,-1.583013954,5.44803566,74.57050456,19.46651382,124.7166455,13.88692051,305.5030907,4.112173127,14.06016091
-0.063018795,0.04110975,3.247624679,15.5778917,-0.00224,0.39522243,1.507008472,2.900217171,-472.3014036,0.260941818,71.11896391,35.33322227,230.7966096,1.512818394,8.504633268,-1.328882761,8.86999935,34.95016678,8.634635843,5.731560827,8.371257208,-1.28827028,5.398154089,73.87096567,16.22531203,127.6080636,12.69981493,266.854674,4.125384437,12.23708466
-0.299389324,-0.336142181,2.843025988,13.6819998,0.004763848,0.388539807,1.223457682,2.354221325,-684.2517345,0.218741453,41.38957924,47.00875291,184.25439,1.49151783,8.322889127,-0.508487115,8.542003186,34.57149618,8.283116989,5.322442543,7.919123742,-1.562461548,5.368200125,73.13477721,19.21262454,141.066291,11.60415843,209.5592576,3.677200517,7.746589054
-0.132129818,0.051022276,3.278109276,16.13697245,0.004030583,0.404251926,1.417292428,2.712804098,-726.1173513,0.25760135,103.6979522,47.23771676,205.3618105,1.394063273,7.634228499,-1.652379341,7.902716425,30.08086381,6.266904615,4.688508893,5.589068786,-3.103399632,5.43789911,73.22256878,18.67734923,143.3790192,10.10731165,152.3831613,2.624265289,4.513988205
-0.309466772,-0.340431556,2.947517879,14.65912851,0.019169696,0.390585304,1.179657893,2.0448254,-1002.594802,0.213456911,-0.742822965,53.00815535,159.924232,1.43171511,7.545780531,-3.46936632,5.646404954,29.05826724,6.138566411,4.860917827,7.578618184,-3.437796675,5.439898926,74.47672636,14.54201296,128.7504081,11.77096531,164.5332754,3.319545745,6.018217748
-0.254599674,-0.571704688,2.667044748,14.07847782,0.027196972,0.350214525,1.052124244,1.762870643,-697.5381744,0.170651948,0.716796046,67.79516945,137.1380032,1.442017583,7.708243992,-2.377702118,6.929742921,29.0842016,6.97596552,5.745466666,8.50607971,-1.793538182,5.500113972,75.3769536,17.69036038,128.6760379,12.59126332,208.1199016,3.851586858,8.037577669
-0.435160202,-0.742932156,2.423280577,12.71506947,0.022275735,0.347820333,0.88776306,1.515422109,-579.305483,0.137607596,-22.27389105,40.98172289,130.2703928,1.419030799,7.610610446,-2.830477064,5.245047151,26.94510251,6.951766408,4.335820227,8.912239855,-0.909004412,5.297476765,71.78641071,16.13172123,126.7675478,11.62575743,208.4832923,3.427510156,9.053745012
-0.290242879,-0.333361672,2.81550014,15.16738692,-0.010976581,0.399102227,1.067851875,1.772586971,-640.0395312,0.160252562,36.67688379,43.12048403,135.0355209,1.264741301,6.791483955,-2.494843064,5.183675715,23.95853354,5.367365802,5.54788578,7.219251814,-1.958998249,5.258333792,70.8258785,16.92838805,131.0764605,12.92808388,203.1574996,3.923626367,9.241878672
-0.211684734,-0.353012304,3.003830128,16.01697704,6.63E-05,0.404080587,1.13806653,1.826323804,-155.8638748,0.171281427,2.361129364,54.26701692,135.8444054,1.178839711,6.328843196,-2.903082771,5.924420263,28.14931985,6.520229611,5.11161631,5.791164982,-0.41646172,5.259247602,70.97404943,19.69149987,130.293102,12.68169338,222.6592087,3.52136486,9.190649001
-0.017335619,-0.096173551,3.455319344,18.45902435,0.025750723,0.402803095,1.344611628,2.034797918,-249.2214109,0.203899597,5.458868749,49.96377695,159.0986987,1.179970241,6.313381138,-3.222464211,6.169510229,25.86715627,4.700461642,5.352436935,7.12498338,-1.619134981,5.229488207,70.43454824,15.95150978,128.3307047,10.88078509,213.2837427,2.93128849,10.1809782
-0.184527125,-0.297049564,3.084489725,16.50504586,0.036479738,0.353182234,1.110681021,1.713980015,-987.0532133,0.17855814,22.03161619,48.10538397,140.5454158,1.207150979,6.405980507,-3.041824653,5.146014143,26.56965006,5.779167443,5.409086795,5.690557856,-0.692881599,5.365330508,73.12751713,19.88188766,136.313539,9.963827141,195.8560263,3.001572891,7.779231526
-0.334446657,-0.524454968,2.831129546,15.50785685,0.038311928,0.345163773,1.043642604,1.58580362,-48.85285024,0.129051689,12.86969644,53.53163671,124.0085545,1.213378749,6.558235375,-2.637337152,5.05276528,24.98986269,5.209352864,5.258340949,7.478829239,-0.63588201,5.493932559,75.60492039,15.82355668,134.7347169,12.26805015,197.1617347,3.927678227,5.419491095
-0.349233698,-0.609056035,2.340668128,13.25843686,0.02632708,0.369253089,0.889882445,1.494030544,-962.1220034,0.132148456,-6.632788432,60.13256324,115.6553166,1.291202492,7.053297818,-2.222498174,5.437219784,26.509418,6.209497051,5.831047078,8.973573183,-2.163203299,5.565777479,77.35255099,15.24116694,139.232897,10.67608576,185.0049883,3.189190579,8.88521448
-0.399941907,-0.57448758,2.364895092,13.32724351,0.016143393,0.366224065,0.885541348,1.549520934,234.1135705,0.117583107,-6.596056599,52.65693959,124.4922067,1.344238757,7.310204963,-2.750683383,7.121220922,27.50545694,7.068720175,5.414771201,7.270684477,-0.257197502,5.555280699,77.12188775,14.4179918,140.1667959,10.22286353,173.8233194,3.059732425,7.981413455
-0.50849223,-0.987782944,1.98012773,11.30219742,0.042979405,0.349252244,0.732115948,1.319954341,-378.7086097,0.105378046,-11.3562863,53.05872938,119.712773,1.339911496,7.242211422,-2.247418835,8.160933841,27.26896259,7.506127761,5.804650464,9.169582738,-1.920196284,5.775688115,81.54809686,14.21610876,141.9508046,9.050772535,147.4695052,2.581578739,3.02589181
-0.609434216,-1.040244913,1.948449859,10.84563146,0.05560723,0.328061697,0.74766139,1.23501948,-529.1630104,0.103409025,-39.12722472,47.49889202,115.8204854,1.259406656,6.856183094,-3.427688678,6.021944949,26.0537646,5.59757196,5.414651481,8.974141934,-1.286882551,5.650548362,78.57738108,15.51195808,134.8138203,9.13445159,137.3114213,2.666516227,3.558476318
-0.614219525,-1.134444966,1.871773261,10.29492117,0.051085234,0.333942289,0.808039883,1.347907211,-548.3401895,0.104981932,-29.86229994,54.13962719,115.7306619,,,,,,,,,,,,,,,,,
-0.587622901,-1.073260363,1.882923426,10.1121594,0.047906812,0.356868122,0.822699768,1.4314498,-478.672131,0.107041859,-44.47806557,48.68548543,116.1820131,1.376249272,7.424978567,-3.366810294,4.816619283,26.32089376,7.265203819,5.65095981,8.557818362,-1.147831169,5.719038962,79.62672524,19.21549432,142.9539797,11.35857479,138.4915101,3.412484593,3.350921573
-0.431357349,-0.861075155,2.141148751,12.15577691,0.027599489,0.364937457,0.91772155,1.610120966,-462.5425434,0.119926644,-8.648424323,50.21562517,119.9663648,1.284961718,6.853113874,-3.727857445,5.152788525,24.11764053,6.081546751,5.208924263,6.872988007,-3.138856218,5.712664365,79.20087169,17.24221676,148.2504532,10.84179325,159.4098993,3.187832944,4.6440264
-0.466480591,-1.01526472,2.193148394,12.72161868,0.045948533,0.357954412,0.868770112,1.339390854,-524.4094067,0.098817221,-34.25575962,57.30443971,111.4012146,1.244768804,6.689781139,-2.498450374,4.384880393,24.58408938,4.937886225,6.199621432,7.592651526,-1.923747755,5.786732644,80.61413651,20.96913575,161.1296523,11.27796368,167.253368,3.314461609,7.168831686
-0.417940652,-0.75940366,2.646921202,11.26686554,0.010053567,0.38764814,1.317520737,1.757598765,-472.1085522,0.189823381,28.7451641,65.41678189,175.9917147,1.942080911,10.62409949,1.735710023,12.33628157,52.62535187,9.852243357,7.688311731,9.424488009,-0.773821819,5.866745401,84.22296773,11.79790348,141.1739201,17.0274606,170.5832043,5.263925454,5.321830952
-0.354945757,-0.712689079,2.693638797,11.69211176,0.010831447,0.36966122,1.35704215,1.858201553,-1261.606751,0.222398071,36.55155697,63.84564288,191.8225418,1.851706225,9.890441328,-0.551496568,9.272470708,48.20320883,8.039910745,6.874726705,9.47232126,-1.941162637,5.907549034,83.66447216,15.78162872,139.7453715,15.11193957,163.8853171,4.676648468,2.396590092
-0.290147993,-0.477661546,2.815226255,12.46621587,0.009437037,0.378924841,1.421082593,2.002151037,-681.092377,0.22240255,29.76120394,60.11774619,185.7660225,1.824285713,9.775072677,0.137298923,8.606224812,46.45885664,6.676192491,6.242527267,7.942981371,-2.589285345,5.579918237,76.88962385,16.27540327,126.5806569,14.0199267,161.3540573,4.066272274,1.61804115
-0.295947577,-0.495729114,2.633101408,11.83575956,-0.000871534,0.416695544,1.304422873,1.737715312,-615.6156117,0.193955072,8.670155082,58.68744011,199.3610441,1.724460644,9.343856706,-1.014664897,8.26571248,47.62955597,7.66487306,5.730547263,7.751312081,-2.552923674,5.265913754,70.75738729,15.96214063,112.5810435,11.78517237,151.8273816,3.219496478,1.685565058
-0.335818332,-0.72570502,2.557257964,11.19379831,0.006879474,0.406129021,1.278006142,1.600547674,-822.9254967,0.188113763,33.28454066,50.2847433,204.3790912,1.627011504,8.840927721,-0.561699693,6.278210099,47.66099638,6.412824642,5.271145647,8.71998271,-2.776075567,5.196648679,68.91006847,17.0075289,107.5989105,10.60566577,150.0810292,2.562878276,-1.05843393
-0.333351579,-0.692718942,2.484683353,11.08493031,-0.005980995,0.389845073,1.25129779,1.624545445,-652.5859268,0.178868578,38.90626574,42.70938438,202.8324104,1.661245674,8.916502742,-1.774798534,7.840254081,46.47837008,5.870959657,4.790189973,7.414989583,-2.564316465,5.269033598,69.64321971,16.51844012,106.6427855,11.40073725,148.0556571,3.169650919,2.312235257
-0.331440534,-0.549255778,2.621631085,11.625201,-0.001724326,0.422889064,1.34334409,1.774249919,-1008.967727,0.206723413,46.34953382,49.47013857,196.8386351,1.778110355,9.532509965,-1.633873768,7.66886672,48.25127935,6.340471869,5.623474948,7.130979535,-2.431890462,5.553157249,75.1259928,22.57520087,123.6207661,11.61967441,137.8307661,3.188135272,-1.393876427
-0.205247023,-0.364461082,2.779171607,11.97147563,-0.005265354,0.424663802,1.487557917,1.995021047,-443.9265161,0.218591437,46.9655751,49.82480486,226.8548461,1.833995237,9.921223616,0.268756167,7.071363818,51.29254867,6.494742289,5.052031813,8.67530644,-2.892477661,5.457878803,73.54257663,18.49772589,122.391359,11.98227125,132.4766484,3.368189693,-4.169328779
-0.155519573,-0.411104324,2.845064175,12.44052613,-0.008341924,0.464859545,1.591974739,2.050140352,-955.7246456,0.236020464,59.6629756,50.85579992,258.4803357,1.872953373,9.99118853,0.193232804,8.154557359,53.22565311,6.345250202,5.88497555,7.882265153,-2.558561317,5.641392501,76.72012719,22.4815364,124.3186397,12.53069742,122.0663136,3.600733229,-2.485495808
-0.279213883,-0.438404868,2.757016834,11.95806893,-0.000575817,0.447874759,1.467421064,1.960442871,-675.3865691,0.226866861,30.84389788,49.25524555,228.7921385,1.888516361,9.944818048,0.188347665,8.98851512,53.05665707,7.008940529,5.58488025,8.624036841,-2.300796874,5.612622938,76.42958898,19.70569553,128.3917084,12.68559298,129.7351442,3.735143173,-1.674440839
-0.209558455,-0.404248738,2.713239307,11.72434006,-0.004723412,0.428921085,1.492894232,2.149633768,-36.9043408,0.220822758,37.36861574,56.30762188,240.5551534,1.946813308,10.54655714,1.585254242,9.276477665,53.91934799,7.87516968,6.478292478,9.315222733,-1.776835971,5.619619982,76.98506808,18.51321062,128.6025908,13.95877011,147.4295591,4.141653374,-0.938069831
-0.293205059,-0.517087321,2.601923132,11.1500628,-0.009816341,0.435689053,1.5048959,2.12865014,-772.9251329,0.236125346,52.18193472,55.3032797,234.3214642,,,,,,,,,,,,,,,,,
-0.366577671,-0.596990572,2.371709033,10.29220571,-0.003988533,0.41449311,1.396110847,1.934967931,-745.8294788,0.225932128,43.38641028,52.80237078,220.5973913,1.941381029,10.37282945,-0.957620539,9.022035915,52.86932004,6.869321657,5.966577512,8.380954339,-2.143927707,5.809362372,80.30485606,22.89861267,129.2367428,13.24756882,141.6428619,3.928934957,-0.481418042
-0.437275613,-0.882907521,2.27439662,9.855626581,-0.001366004,0.397843686,1.30458323,1.782269374,-846.8788929,0.214175539,44.71326978,54.58650082,216.3515958,1.940162578,10.36984441,0.756954157,8.855554112,54.92054096,5.625363767,5.217260318,9.666038267,-2.104006349,5.50141004,75.12529516,19.90144994,122.028403,13.79152516,133.3296404,3.971247699,-4.195435858
-0.45972875,-0.719698274,2.292203422,9.776473473,-0.003787993,0.415597818,1.337128505,1.748997851,-1101.584904,0.216527975,43.34284649,57.10755983,207.1274607,1.94438412,10.49201597,-0.739483509,9.910523303,53.94277056,8.01761157,5.673509336,7.903453226,-1.218093151,5.5629053,75.96753257,20.93964918,126.0411771,16.15783286,135.4199301,4.85281101,-1.269984364
-0.352292324,-0.673567593,2.285217358,9.77876209,-0.012498453,0.423398092,1.357645633,1.822051979,-586.6976678,0.208180176,15.46544684,55.15786815,208.2589067,1.978037821,10.95389706,1.735145977,10.1871937,54.62149068,7.082747673,7.261947778,7.994430661,-1.582521142,5.471977624,75.51341274,16.47198565,121.2817822,18.10024859,137.7474598,5.313770183,-0.700662551
-0.346378984,-0.758969084,2.406198705,10.1228521,-0.011759146,0.416752958,1.344512884,1.830491779,-974.8637037,0.230025031,45.70504078,47.35740409,216.8615761,1.965841297,10.72760288,1.720793156,10.80291056,54.12465489,8.02606785,5.24371198,9.803694204,-2.991265034,5.607266523,77.52858432,14.93078199,127.6191606,16.22507133,136.5176313,4.941160821,-1.462598346
-0.354513581,-0.624129852,2.463306688,10.54709562,-0.014988136,0.459619749,1.332941305,1.822169783,-761.1607962,0.223956038,23.04212605,49.61347238,224.3813838,1.96458377,10.79873893,0.665150518,9.290197921,54.02269533,5.718816041,5.966097974,8.66042903,-3.404240734,5.603057139,76.74361751,16.67133309,126.9850727,13.604081,127.8679183,4.029442724,-1.911906398
-0.226498091,-0.329842969,2.623349568,11.59322474,-0.01201615,0.464301406,1.476870759,1.982518863,-624.2912187,0.236070528,38.79400507,52.26126082,235.672535,1.90172523,10.1189939,-0.205341975,9.70862125,53.00588458,7.570432164,6.414086853,8.937736152,-2.944397195,5.664236701,77.67296563,23.33077517,139.7126049,14.00598859,142.6603175,3.931360138,-2.357048563
-0.290582603,-0.471484149,2.650297163,11.57770295,-0.01027198,0.447365315,1.440861628,1.987029333,-718.8126641,0.229040905,47.49023029,44.76117213,233.2407307,1.868945167,9.996805205,0.839315413,11.53202009,53.65455782,6.612576411,5.59835178,7.188586727,-3.140118477,5.714932019,78.64650463,18.4711485,134.1958797,14.42803067,163.4062188,4.351582316,1.073950944
-0.266366696,-0.52154307,2.643868874,11.23595047,-0.012442892,0.44985591,1.43149098,2.018039578,-376.7519084,0.214355704,30.72405769,52.26973936,225.802019,1.83742029,9.66335878,-0.860410286,9.243795349,51.89946974,6.620253904,5.623754147,7.580103554,-3.511615082,5.710767763,77.5470399,22.67360751,142.3244902,14.46979396,153.8846787,4.404095946,1.107343712
-0.374307516,-0.842690413,2.288389303,10.11986576,-0.018070229,0.437405825,1.345293066,1.900404721,-371.7830217,0.21178134,30.99219171,53.06399893,228.0546023,1.850589544,9.621178473,0.85758894,8.497234824,52.94610046,7.475153003,5.991919878,7.569712691,-3.631841614,5.587732996,75.69060493,22.71688555,132.4912516,11.01441939,147.6299436,2.85201238,-1.497217034
-0.363002026,-0.669553354,2.423749547,10.18360994,-0.003643895,0.429306337,1.358008276,1.921806775,-429.6016862,0.219801164,26.09108822,53.001165,228.4306819,1.8890091,9.888159059,0.211701687,9.607412849,52.00272463,8.137912609,5.581530494,8.369437379,-2.533106828,5.49292241,73.96263385,18.89312715,126.493277,13.820101,128.0870677,4.091932733,-2.586855039
-0.323339915,-0.330322155,2.764335427,11.29875877,0.001728148,0.424984316,1.415153415,2.10736283,-458.7440789,0.23003697,45.17078819,61.60688512,202.9546069,1.982821887,10.87259709,1.195220016,9.216029207,56.87669892,8.442041525,6.709139293,8.184359628,-1.63374891,5.27869295,71.94062885,11.76361962,123.4083841,13.76562491,139.9555998,4.128230463,0.800171466
-0.341503876,-0.490256784,2.555317035,10.09638108,-0.003247756,0.406295757,1.214276678,2.18875844,-452.9536581,0.198564455,34.19257012,62.79968797,169.9728056,1.931905161,10.53246177,1.354201876,9.409027307,53.67062319,5.615385178,6.57458191,8.467539811,-2.034587703,5.315767716,71.76592334,19.57488588,129.5831642,13.3496339,128.5789752,3.765942915,1.073278413
-0.483387052,-0.858503015,2.00169869,7.809410261,-0.011983306,0.417633727,0.9163417,2.43589002,-309.7740057,0.163828054,4.39137,60.00832429,161.1897952,1.833950493,9.844762325,-0.758433029,10.57281908,53.34648371,6.337475811,5.549009009,8.335736725,-1.345916186,4.92300702,65.55630517,16.55018836,130.1385809,13.99522267,117.9068688,3.811613927,-0.921375719
-0.510353118,-0.790266858,1.980753749,7.385290267,-0.020044881,0.455408649,0.891803848,2.358532629,-1249.501293,0.189234094,34.60628985,59.06455958,160.5787365,1.872160073,10.13287549,-0.066023152,9.802254747,54.26520219,6.773619857,5.980741896,9.78134534,-0.873591813,4.921144631,66.04324587,12.40054746,126.2280483,12.66606643,118.806571,3.422100449,-1.049325414
,,,,,,,,,,,,,1.940590726,10.4617048,2.332432975,11.43296315,53.53288254,5.75783352,5.381471712,9.307620912,-3.904772495,5.300491983,70.75862621,20.30940549,135.2086585,12.28247671,133.3663635,3.464656143,-0.960601628
-0.289116043,-0.229499494,2.954582018,11.43330927,-0.001174513,0.438845047,1.372419682,2.085334613,-679.3761401,0.243231474,27.90298241,48.95545869,214.5839104,2.073232964,11.2180113,2.113451977,11.33373058,55.84349913,6.397202589,5.782685342,7.314352484,-3.100014773,5.760777139,78.9811759,21.13953025,135.5127874,13.8192813,139.684092,4.166754771,1.383025407
-0.142084184,0.063517321,3.334888371,13.56850764,-0.004856322,0.440205093,1.588171272,2.377221617,-512.4461381,0.265410713,52.32105417,63.9013749,223.4731501,2.050166897,11.39489185,0.706649183,9.718757127,57.41707919,7.017462703,5.921792118,8.306566275,-3.222413486,5.738143258,78.9941835,20.97149064,138.1093935,14.04742998,155.1197274,4.2916565,-1.538491682
-0.091909347,0.096100792,3.583631996,14.55557553,-0.004977092,0.425435296,1.686627284,2.44850143,-610.2113787,0.281476846,51.66001831,43.31694042,243.7499024,2.019328201,10.85730772,0.982849449,10.41840141,54.94368129,7.856606787,6.947829116,9.136793016,-3.410008566,5.943757438,83.39092043,23.12672641,148.8515519,14.65865085,166.9590224,4.399445411,-0.115812777
-0.128778126,0.068424416,3.419982414,14.39962355,0.005140967,0.410469292,1.651213504,2.41087412,-486.6975695,0.253829309,54.09610737,58.33745472,211.4805681,2.039346668,10.53472547,0.504629876,10.68361776,55.55693223,9.274730831,6.809809481,9.663017337,-3.22828617,5.875734318,82.10097363,19.87447905,151.8233185,12.26068751,167.3919513,3.778672649,1.285790336
-0.114693588,0.05658252,3.40201154,14.37792374,0.007939473,0.427144359,1.607133224,2.349034241,-799.7784349,0.270950087,66.06265268,58.93208615,207.4277794,2.032303727,10.90937164,1.826545147,11.02495449,53.68489842,8.770345119,7.785464576,10.11054196,-1.890437381,5.895896726,82.87343344,22.23700494,153.8995799,16.10226402,149.3466985,4.947465797,-0.58286324
